"","translatedText","detectedSourceLanguage","text"
"14185","Frozen stuffed tomatoes","en","Frozen stuffed tomatoes"
"14186","Vanilla Ice Cream, with macaroons","en","Vanilla Ice Cream, with macaroons"
"14187","Vanilla and Strawberry ice cream","en","Vanilla and Strawberry ice cream"
"14188","Imported Swiss cheese","en","Imported Swiss cheese"
"14189","American Cream cheese","en","American Cream cheese"
"14190","English Style Dairy cheese","en","English Style Dairy cheese"
"14191","Pot of cocoa for one","en","Pot of cocoa for one"
"14192","Pot of cocoa for two","en","Pot of cocoa for two"
"14193","Pot of tea to order for one","en","Pot of tea to order for one"
"14194","Pot of tea to order for two","en","Pot of tea to order for two"
"14195","Pot of coffee for two","en","Pot of coffee for two"
"14196","Calves Liver Tomato Sauce","en","Calves Liver Tomato Sauce"
"14197","Ox Tail soup","en","Ox Tail soup"
"14198","French and Corn Bread","en","French and Corn Bread"
"14199","Leg of lamb, caper sauce","en","Leg of lamb, caper sauce"
"14200","Shoulder of lamb, white sauce","en","Shoulder of lamb, white sauce"
"14201","T-Bone Steak","en","T-Bone Steak"
"14202","T. Bone Steak","en","T. Bone Steak"
"14203","Calves' Liver, Plain","en","Calves' Liver, Plain"
"14204","Calves' Brains, any style","en","Calves' Brains, any style"
"14205","Pickled Tripe in Butter","en","Pickled Tripe in Butter"
"14206","Pickled Tripe in Butter or Spanish","en","Pickled Tripe in Butter or Spanish"
"14207","Broiled Kidney, a la Brochette","en","Broiled Kidney, a la Brochette"
"14208","Hog and Hominy","en","Hog and Hominy"
"14209","Whole Spring Chicken, any style","en","Whole Spring Chicken, any style"
"14210","Half Spring Chicken, any style","en","Half Spring Chicken, any style"
"14211","3 Poached on Toast","en","3 Poached on Toast"
"14212","English Mutton Chops (Brace)","en","English Mutton Chops (Brace)"
"14213","Omelette, Plain, 2 Eggs","en","Omelette, Plain, 2 Eggs"
"14214","Omelette, Plain, 3 Eggs","en","Omelette, Plain, 3 Eggs"
"14215","Loin Mutton Chops","en","Loin Mutton Chops"
"14216","Omelet, Rum or Souffle","fr","Omelette, Rum or Souffle"
"14217","Pork Chops (Breaded)","en","Pork Chops (Breaded)"
"14218","Rock Cod","ro","Rock Cod"
"14219","Shrimps","en","Shrimps"
"14220","Demitasse special","en","Demitasse special"
"14221","Whole Cracked Crab","en","Whole Cracked Crab"
"14222","The de Caravan","nl","The de Caravan"
"14223","Veal Cutlets (Breaded)","en","Veal Cutlets (Breaded)"
"14224","Pineapple Fritters","en","Pineapple Fritters"
"14225","Canned Fruits","en","Canned Fruits"
"14226","2 Boiled or Fried","en","2 Boiled or Fried"
"14227","Sardines, Imported","en","Sardines, Imported"
"14228","Sardines, Domestic","en","Sardines, Domestic"
"14229","3 Boiled or Fried","en","3 Boiled or Fried"
"14230","Cheese, Edam or Pineapple","en","Cheese, Edam or Pineapple"
"14231","Red Snapper","en","Red Snapper"
"14232","2 Scrambled","en","2 Scrambled"
"14233","3 Scrambled","en","3 Scrambled"
"14234","2 Shirred","en","2 Shirred"
"14235","3 Shirred","en","3 Shirred"
"14236","Oysters, one doz., Half Shell","en","Oysters, one doz., Half Shell"
"14237","Neapolitan or Vanilla Ice Cream","en","Neapolitan or Vanilla Ice Cream"
"14238","Salads to Order","en","Salads to Order"
"14239","Hot French Rolls","en","Hot French Rolls"
"14240",""" with cream","en",""" with cream"
"14241","Fried Onions, to order","en","Fried Onions, to order"
"14242","Canned Oyster Bay Asparagus","en","Canned Oyster Bay Asparagus"
"14243","One Soup, Cold Meats and one Dessert","en","One Soup, Cold Meats and one Dessert"
"14244","Saratoga Potatoes Chips","en","Saratoga Potatoes Chips"
"14245","Ham, Beef Tongue, Corned Beef, Lamb","en","Ham, Beef Tongue, Corned Beef, Lamb"
"14246","with Potato Salad","en","with Potato Salad"
"14247","Cold Ham, Tongue or Corned Beef with Potato Salad","en","Cold Ham, Tongue or Corned Beef with Potato Salad"
"14248","Bowl of Pure Cream","en","Bowl of Pure Cream"
"14249","Boston Crackers and Milk","en","Boston Crackers and Milk"
"14250","Choice of","en","Choice of"
"14251","Green Figs, with Cream","en","Green Figs, with Cream"
"14252","Lemon Blend","en","Lemon Blend"
"14253","Columbia bomb","en","Columbia bomb"
"14254","Nougatine mousse","fr","Nougatine mousse"
"14255","Finnan Haddie, of Coronado","mt","Finnan Haddie, del Coronado"
"14256","Broiled King Rail","en","Broiled King Rail"
"14257","Fried Spring Chicken","en","Fried Spring Chicken"
"14258","Vienna cake","en","Vienna cake"
"14259","Breath, Mirabeau","fr","Souffle, Mirabeau"
"14260","Boiled Lobster, hot or cold","en","Boiled Lobster, hot or cold"
"14261","French caramel custard","en","French caramel custard"
"14262","Rum baba","da","Rum baba"
"14263","Roast Mutton Sandwich","en","Roast Mutton Sandwich"
"14264","Lamb Chops, with French Peas","en","Lamb Chops, with French Peas"
"14265","Broiled Veal Cutlets, Tomato Sauce","en","Broiled Veal Cutlets, Tomato Sauce"
"14266","Mutton Kidneys saute, with Mushrooms","en","Mutton Kidneys saute, with Mushrooms"
"14267","Albany Rolls","en","Albany Rolls"
"14268","Wahl's Vegetable Bouillon, hot or cold","en","Wahl's Vegetable Bouillon, hot or cold"
"14269","Beef Tea, served in cup","en","Beef Tea, served in cup"
"14270","Clam Broth, served in cup","en","Clam Broth, served in cup"
"14271","Oysters Broil on toast","en","Oysters Broil on toast"
"14272","Chicken, rice","en","Chicken, rice"
"14273","Pan Roasted Oysters","en","Pan Roasted Oysters"
"14274","Oysters, Roast on Shell","en","Oysters, Roast on Shell"
"14275","Liebfraumilch church stucco","de","Liebfraumilch Kirchenstuck"
"14276","Blue Points, Half Shell (six)","en","Blue Points, Half Shell (six)"
"14277","Apollinaris.","la","Apollinaris."
"14278","Blue Points, Half Shell (nine)","en","Blue Points, Half Shell (nine)"
"14279","Manuel Mass.","es","Manuel Misa."
"14280","Liebfraumilch.","en","Liebfraumilch."
"14281","Dr. Brown's Sarsaparilla","en","Dr. Brown's Sarsaparilla"
"14282","Moet & Chandon. Brut Imperial.","nl","Moet & Chandon. Brut Imperial."
"14283","Boiled Green Trout, caper sauce","en","Boiled Green Trout, caper sauce"
"14284","Real Thing Anderson's Scotch Highball","en","Real Thing Anderson's Scotch Highball"
"14285","Rudesheimer Berg, 1895","en","Rudesheimer Berg, 1895"
"14286","Marcobrunner Auslese, 1903","de","Marcobrunner Auslese, 1903"
"14287","Half Dozen Fried Frog's Legs, Tartar sauce","en","Half Dozen Fried Frog's Legs, Tartar sauce"
"14288","Enkircher Hinterberg","en","Enkircher Hinterberg"
"14289","Piesporter gold droplets","de","Piesporter Goldtroepfchen"
"14290","Dhroner Hofberg, 1897","da","Dhroner Hofberg, 1897"
"14291","Baked turnips","en","Baked turnips"
"14292","Karthauserhofberger Auslese","de","Karthauserhofberger Auslese"
"14293","Mayonaise of Fish","en","Mayonaise of Fish"
"14294","Cauliflower saute","en","Cauliflower saute"
"14295","Old Brother Chianti","lt","Old Brolio Chianti"
"14296","Budai (Hungarian)","hu","Budai (Hungarian)"
"14297","Stewed egg-plant","en","Stewed egg-plant"
"14298","Fresh Lobster (half) Mayonaise","en","Fresh Lobster (half) Mayonaise"
"14299","Hygeia Syphons","en","Hygeia Syphons"
"14300","Roast Prime Beef","en","Roast Prime Beef"
"14301","Pol Roger, Special","en","Pol Roger, Special"
"14302","Brutus Circle","bg","Krug Brut"
"14303","Roast Tame Duck, apple sauce","en","Roast Tame Duck, apple sauce"
"14304","Blackberries with Cream","en","Blackberries with Cream"
"14305","Pol Roger Brut Special, 1893","en","Pol Roger Brut Special, 1893"
"14306","Moet & Chandon, 1898","nl","Moet & Chandon, 1898"
"14307","Baked Ham, new carrots","en","Baked Ham, new carrots"
"14308","Pol Roger or Brut, 1892","en","Pol Roger or Brut, 1892"
"14309","Hamburger Klops, cucumber salad","en","Hamburger Klops, cucumber salad"
"14310","St. Julien, J. Calvet & Co.","fr","St. Julien, J. Calvet & Co."
"14311","Calf's Brains Saute, fine herbs","en","Calf's Brains Saute, fine herbs"
"14312","St. Emilion, Duval Freres","fr","St. Emilion, Duval Freres"
"14313","Bouillac, Duval Freres","en","Bouillac, Duval Freres"
"14314","Pontet Canet, Duval Freres","fr","Pontet Canet, Duval Freres"
"14315","Lamb Chops, new green peas","en","Lamb Chops, new green peas"
"14316","Sparkling Chambertin","en","Sparkling Chambertin"
"14317","Potted Pigeon, cauliflower","en","Potted Pigeon, cauliflower"
"14318","Hungarian Goulash, dumplings","en","Hungarian Goulash, dumplings"
"14319","Chauteau Yquem","ht","Chauteau Yquem"
"14320","Frankfurter Sausage, potato salad","en","Frankfurter Sausage, potato salad"
"14321","Buddies Herring, new potatoes","nl","Maatjes Herring, new potatoes"
"14322","Broiled Dove","en","Broiled Dove"
"14323","New Carrots","en","New Carrots"
"14324","Asparagus, scrambled eggs","en","Asparagus, scrambled eggs"
"14325","French Lima Beans","en","French Lima Beans"
"14326","Broiled Lobster (half) Mayonaise","en","Broiled Lobster (half) Mayonaise"
"14327","Fried Veal Cutlets, breaded, Tomato Sauce","en","Fried Veal Cutlets, breaded, Tomato Sauce"
"14328","Chow Chow [Gross and Blackwell]","en","Chow Chow [Gross and Blackwell]"
"14329","Omelettes: Plain, with Parsley or Jelly","en","Omelettes: Plain, with Parsley or Jelly"
"14330","Scrambled Eggs: Plain, with Frizzled Beef or Tomatoes","en","Scrambled Eggs: Plain, with Frizzled Beef or Tomatoes"
"14331","Fried Eggs: with Ham or Bacon","en","Fried Eggs: with Ham or Bacon"
"14332","Lamb Kidneys saute, with Fine Herbs","en","Lamb Kidneys saute, with Fine Herbs"
"14333","Excelsior Farm Sausage","en","Excelsior Farm Sausage"
"14334","Fried Apples, with Salt Pork","en","Fried Apples, with Salt Pork"
"14335","Bengal chutney","en","Bengal chutney"
"14336","Whole planked shad","en","Whole planked shad"
"14337","Chincoteaugues","en","Chincoteaugues"
"14338","Jimmy Jones' Lynnhaven Bay Pickled Oysters","en","Jimmy Jones' Lynnhaven Bay Pickled Oysters"
"14339","Buzzard's Bays","en","Buzzard's Bays"
"14340","Sterilized milk","en","Sterilized milk"
"14341","One pot Oolong tea","en","One pot Oolong tea"
"14342","One pot English breakfast tea","en","One pot English breakfast tea"
"14343","Cup coffee","en","Cup coffee"
"14344","Cup coffee with cream","en","Cup coffee with cream"
"14345","Half Planked Shad","en","Half Planked Shad"
"14346","Spinach a la creme","en","Spinach a la creme"
"14347","Philadelphia broilers","en","Philadelphia broilers"
"14348","Yorkshire golden buck","en","Yorkshire golden buck"
"14349","Baked Welsh rarebit a la Snelling","en","Baked Welsh rarebit a la Snelling"
"14350","Young American cheese","en","Young American cheese"
"14351","Ponequett","en","Ponequett"
"14352","Hortleys Eng. marmalade","en","Hortleys Eng. marmalade"
"14353","Hortley's Eng. Damson","en","Hortley's Eng. Damson"
"14354","Hortley's Eng. strawberry","en","Hortley's Eng. strawberry"
"14355","Bakes apples and cream","en","Bakes apples and cream"
"14356","Assorted tarts","en","Assorted tarts"
"14357","Hot mince pie with apple-jack","en","Hot mince pie with apple-jack"
"14358","Hot mince pie with brandy","en","Hot mince pie with brandy"
"14359","Apple dumpling","en","Apple dumpling"
"14360","Strawberries in cream","en","Strawberries in cream"
"14361","Farina fritters","en","Farina fritters"
"14362","INTERMETS","fr","ENTREMETS"
"14363","Soft clams a la Proctor","en","Soft clams a la Proctor"
"14364","Fried Little Neck clams, olive oil","en","Fried Little Neck clams, olive oil"
"14365","Therapy","sv","Terapin"
"14366","Puree of split peas, croutons","en","Puree of split peas, croutons"
"14367","Consume ice cream","fr","Consomme glace"
"14368","Cold clam broth, cup","en","Cold clam broth, cup"
"14369","Clam broth, whipped cream","en","Clam broth, whipped cream"
"14370","Lobster, half","en","Lobster, half"
"14371","Lobster, whole","en","Lobster, whole"
"14372","Fried eels, tartar sauce","en","Fried eels, tartar sauce"
"14373","Entrecote à la Proctor","fr","Entrecote à la Proctor"
"14374","Broiled sea bass","en","Broiled sea bass"
"14375","Salmon, Hollandaise sauce","fr","Salmon, sauce hollandaise"
"14376","Extra sirloin steak a la Trianon","fr","Extra sirloin steak à la Trianon"
"14377","Freeports","en","Freeports"
"14378","READY- Boiled codfish, oyster sauce","en","READY- Boiled codfish, oyster sauce"
"14379","Extra sirloin steak, mushrooms","en","Extra sirloin steak, mushrooms"
"14380","Broiled salmon steak, maitre d'hotel","en","Broiled salmon steak, maitre d'hotel"
"14381","Extra sirloin steak, marrow sauce","en","Extra sirloin steak, marrow sauce"
"14382","Oyster patty has the cream","ca","Oyster patty a la creme"
"14383","Pickled eels in jelly","en","Pickled eels in jelly"
"14384","Cold salmon, mayonnaise","en","Cold salmon, mayonnaise"
"14385","Spring lamb steak, Montebello","en","Spring lamb steak, Montebello"
"14386","Lobster saute a la Newburg","en","Lobster saute a la Newburg"
"14387","Large filet, broiled","en","Large filet, broiled"
"14388","Small filet, broiled","en","Small filet, broiled"
"14389","French mutton chops","en","French mutton chops"
"14390","Turkey livers sautes with mushrooms","en","Turkey livers sautes with mushrooms"
"14391","Short far of beef, sovereign","fr","Short loin of beef, souveraine"
"14392","Sweetbread braisé, French peas","en","Sweetbread braisé, French peas"
"14393","Honeycomb tripe fricassee a la creme","en","Honeycomb tripe fricassee a la creme"
"14394","Broiled kidney on a skewer","fr","Broiled kidney en brochette"
"14395","Broiled veal kidney, sauce Colbert","en","Broiled veal kidney, sauce Colbert"
"14396","Roast beef hash, green peppers","en","Roast beef hash, green peppers"
"14397","Eggs, good woman","fr","Oeufs, bonne femme"
"14398","Mutton Broth, Barley","en","Mutton Broth, Barley"
"14399","Imported frankfurter with sauerkraut","en","Imported frankfurter with sauerkraut"
"14400","Imported frankfurter with potato salad","en","Imported frankfurter with potato salad"
"14401","Whole fried chicken à la Maryland","en","Whole fried chicken à la Maryland"
"14402","Half fried chicken a la maryland","fr","Half fried chicken à la Maryland"
"14403","Lamb stew, Carrots and Peas","en","Lamb stew, Carrots and Peas"
"14404","Sautéed whole chicken, bordelaise","fr","Whole chicken sauté, bordelaise"
"14405","Beef Goulash, Spaghetti","en","Beef Goulash, Spaghetti"
"14406","Sautéed half chicken, bordelaise","fr","Half chicken sauté, bordelaise"
"14407","Marrow sauce","en","Marrow sauce"
"14408","Chicken C, Royalroquettes","en","Chicken C, Royalroquettes"
"14409","Trianon sauce","fr","Trianon sauce"
"14410","Turkey livers sautees with mushrooms","en","Turkey livers sautees with mushrooms"
"14411","Beef Pot Roast, baked Macaroni","en","Beef Pot Roast, baked Macaroni"
"14412","Boiled Beef  Horseradish Sauce","en","Boiled Beef  Horseradish Sauce"
"14413","Boiled Chicken, Oyster Sauce","en","Boiled Chicken, Oyster Sauce"
"14414","Sweetbreads Saute on Toast, Mushrooms","en","Sweetbreads Saute on Toast, Mushrooms"
"14415","Baked  macaroni","en","Baked  macaroni"
"14416","Veal cutlet, Breaded,Tomato Sauce and Lyonnaise Potatoes","en","Veal cutlet, Breaded,Tomato Sauce and Lyonnaise Potatoes"
"14417","Mortadelle","it","Mortadelle"
"14418","Lucines marinees","it","Lucines marinees"
"14419","Sweet and sour bananas","fr","Bananes a l'aigre-doux"
"14420","Cross and Blackwell's Chow Chow","en","Cross and Blackwell's Chow Chow"
"14421","Clam  broth cup","en","Clam  broth cup"
"14422","Buckwheat Cakes with One Sausage","en","Buckwheat Cakes with One Sausage"
"14423","""The Real Beverage"" Anderson's Hot Scotch","en","""The Real Beverage"" Anderson's Hot Scotch"
"14424","Broiled French Pigs' Feet","en","Broiled French Pigs' Feet"
"14425","Grape Fruit, Half Portion","en","Grape Fruit, Half Portion"
"14426","Grape Fruit, Whole","en","Grape Fruit, Whole"
"14427","Sweetbread croquettes, sauce supreme","en","Sweetbread croquettes, sauce supreme"
"14428","Boiled cod,egg sauce","en","Boiled cod,egg sauce"
"14429","Baked bluefish,","en","Baked bluefish,"
"14430","Broiled live lobster  .60    Half   .35","en","Broiled live lobster  .60    Half   .35"
"14431","Lobster plain               .50      ""   .30","en","Lobster plain               .50      ""   .30"
"14432","Shrewburys","en","Shrewburys"
"14433","Chafing dish a la Newburg with Madeira","en","Chafing dish a la Newburg with Madeira"
"14434","Chafing dish cream stew a Dewey","en","Chafing dish cream stew a Dewey"
"14435","Crumb fry of oysters","en","Crumb fry of oysters"
"14436","Fricassee with frogs' legs","en","Fricassee with frogs' legs"
"14437","Oyster fricassee with scallops","en","Oyster fricassee with scallops"
"14438","Roast oysters","en","Roast oysters"
"14439","Oysters and brochette","fy","Oysters en brochette"
"14440","Roman sorbet","en","Roman sorbet"
"14441","Chartreuse sorbet","fr","Chartreuse sorbet"
"14442","Cherry sorbet","lb","Kirsch sorbet"
"14443","Sauterne, Barton adn Guestier","en","Sauterne, Barton adn Guestier"
